Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3,e2vNO2,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S,TimeL
735816.218738426,21.35,54.3,31.75,28,176.125,33.25,99.5,0.0166809642871726,0.560180367672563,0.673701298701299,1.36675,3.874,1.0305,1.182,0.2545,4.13725,11.4505,1.2155,2.49705,159.4529,21.6875,10.515,424.6855,19.0275,66.33,0.647,735815.968738426
735816.221526331,21.25,54.525,31.25,28,177.125,34,105.875,0.0166475893357017,0.569429991906579,0.673701298701299,1.3765,3.999,1.02925,1.2275,0.2505,3.804,11.17275,1.16175,2.452525,136.980875,20.895,10.69,426.15,18.9125,66.7775,0.44175,735815.971526331
735816.224305556,21.1,55.2875,30.625,27.25,178,34,109.25,0.0167214499860709,0.581571958956628,0.693434651767985,1.43625,3.925,0.7195,1.4055,0.25125,4.034,11.1215,0.9235,2.39965,139.83465,20.8725,10.745,425.30625,18.78,67.645,0.17125,735815.974305556
735816.227428241,21.02,55.7,31.3,26.4,177.6,34.8,101.4,0.016767636242841,0.568975349359483,0.715930674264008,1.4398,3.9086,0.8176,1.5164,0.2622,4.3552,10.6708,0.9808,2.37972,185.28762,20.764,12.042,422.1582,19.11,66.398,0.5572,735815.977428241
735816.230542535,21.15,55.25,31.25,26.25,177.5,31.5,82.5,0.0167579422031037,0.569429991906579,0.720074678408012,1.49433333333333,3.88125,0.7675,1.51825,0.246,3.945,9.958,0.9285,2.2918,155.7429,23.4575,11.6625,418.37075,19.435,64.8425,0.56825,735815.980542535
735816.233320313,21.375,54.4125,30.5,26,177.25,30.25,75.25,0.0167486632154211,0.583921069873203,0.726981351981352,1.45275,3.855,0.779,1.77725,0.2965,4.117,9.849,0.939,2.2638,151.82585,24.2475,10.9775,415.46675,19.71,63.4825,0.7535,735815.983320313
735816.236099537,21.575,53.8,30.5,26.25,176.125,30.25,79.75,0.01675698762323,0.583921069873203,0.720074678408012,1.57775,3.83725,0.86275,2.02825,0.30625,4.166,10.01275,1.019,2.29375,148.180875,23.205,10.76,416.0585,19.74,63.49,0.5505,735815.986099537
735816.238877315,21.6,53.675,31,27,176.75,31,85,0.0167436723267833,0.574054804023587,0.699354657687991,1.618,3.9095,1.0185,1.91325,0.3265,4.4035,10.7285,1.169,2.331375,148.034825,22.87,10.9775,418.3,19.5525,64.4075,0.299,735815.988877315
735816.241655093,21.525,54.175,32,27.25,177.25,32.25,95.625,0.0168142843097187,0.555555555555556,0.692941317941318,1.588,3.8855,0.896,2.099,0.33525,4.31533333333333,10.3953333333333,1.11225,2.3526,140.95145,21.855,10.97,420.20025,19.1775,66.09,0.484,735815.991655093
735816.24443287,21.4,54.225,29.75,26.25,176.125,31.75,90.25,0.0167091328491242,0.599400900775188,0.720074678408012,1.7365,3.823,0.69275,2.05,0.2955,4.511,9.89975,0.97125,2.2766,140.042025,22.245,11.185,415.12075,19.375,64.7925,0.64675,735815.99443287
735816.247210648,21.5,53.825,29.5,26,176,33,95,0.0166840200244484,0.604334033699996,0.726981351981352,1.57675,3.85675,0.64675,1.605,0.274,4.0235,9.923,0.784,2.286825,137.297725,21.465,12.69,414.63125,19.5625,63.8075,0.23125,735815.997210648
735816.249988426,21.5,53.625,28.5,25,176.25,31.5,85.25,0.0166258875504956,0.626180765224147,0.756818181818182,1.54525,3.92725,0.5655,1.346,0.26125,3.63,9.882,0.747,2.214025,130.794,22.625,12.2775,413.47075,19.5325,63.8675,0.533,735815.999988426
735816.253112269,21.5,53.84,28,25,175,31.5,87.2,0.0166925461206281,0.637480798771121,0.756818181818182,1.4818,3.9004,0.542,1.1384,0.2688,3.9898,9.9592,0.7488,2.2155,144.39562,22.396,11.894,413.93,19.462,64.164,0.5182,735816.003112269
735816.256600694,21.42,54.02,28,24.6,176.8,30.4,80.3,0.0166633143141255,0.637480798771121,0.769747474747475,1.4336,3.9532,0.5008,0.9334,0.2586,3.6252,10.034,0.7336,2.21874,153.77204,23.316,11.112,414.805,19.398,64.566,0.5262,735816.006600694
735816.259723669,21.375,54.225,28.75,24.5,176.25,30.25,80.875,0.0166912438943099,0.621624300084238,0.773601398601399,1.461,4.037,1.22525,1.226,0.302666666666667,3.90025,10.265,1.5025,2.324025,162.233025,23.0025,10.725,415.7125,19.36,64.685,0.2795,735816.009723669
735816.26250434,21.325,54.3125,37.25,29.25,176.75,31,84,0.0166477623734093,0.476025787287813,0.645399851045012,1.489,3.964,1.15,0.957,0.29175,4.17425,9.44125,1.24175,2.50545,154.48515,22.85,11.1875,415.4645,19.3275,64.4675,0.34325,735816.01250434
735816.26525897,21.425,53.4125,31.25,26.25,175.75,29,69.25,0.0164840218236785,0.571202992900726,0.721120546120546,1.5345,4.00875,0.49125,0.877,0.2525,4.122,9.55225,0.6795,2.2107,147.30645,24.5075,11.18,411.51675,19.7175,62.4275,0.2915,735816.01525897
735816.268036748,21.575,53.125,28,24.5,176.375,29,71,0.0165467579197644,0.637480798771121,0.772979797979798,1.6255,3.967,1.4355,1.27966666666667,0.3,4.12625,9.71375,1.78275,2.213725,146.27315,24.0275,10.8225,412.0835,19.745,62.5,0.4835,735816.018036748
735816.270817419,21.6,53.175,32.75,27,175.75,30.25,79,0.0165838002808126,0.550668786661996,0.703715728715729,1.6645,3.98325,1.67275,1.554,0.30025,4.94525,9.857,1.70125,2.52335,268.932325,23.05,11.125,415.8185,19.685,62.87,0.38325,735816.020817419
735816.27359809,21.6,53.225,40.875,32,175.75,31,81,0.0166032968717847,0.431051881207781,0.587121212121212,1.73175,4.06575,1.3245,1.47125,0.29,5.01325,9.87675,1.45225,2.4475,306.9399,23.335,11.485,415.1375,19.7425,62.525,0.3845,735816.02359809
735816.276377315,21.575,53.15,47.25,36.5,176.625,31.25,83,0.0165622599128185,0.37362608452694,0.516636141636142,2.06275,4.09175,2.31725,1.80575,0.33775,5.85925,9.63975,1.55433333333333,2.818075,227.1789,22.54,11.62,417.60825,19.6575,62.8175,0.342,735816.026377315
735816.279155093,21.3875,53.8125,52.5,38.5,177.5,48.125,102.875,0.0165653222469664,0.331905145946892,0.485224689172058,2.0725,4.192,1.164,2.10875,0.31725,5.26225,9.53825,1.36275,2.8558,1534.26635,20.43,13.0325,424.5125,19.2675,64.3825,0.45675,735816.029155093
735816.28193287,21.3,53.75,47.125,33.125,178,62.25,98.75,0.0164614308701562,0.371635491076291,0.566964897847251,2.2895,4.12025,0.88875,2.69725,0.34775,5.34275,9.1,0.95375,2.678775,1354.5029,22.2425,13.5525,419.83525,19.5625,62.4325,0.56425,735816.03193287
735816.284714988,21.375,53.7875,43,30.5,177.875,62.5,107.875,0.0165327266541016,0.409687438694691,0.617098403388726,2.15475,4.154,1.19433333333333,2.514,0.33375,4.9065,10.022,1.01375,2.60455,1255.883575,20.1225,13.325,425.0395,19.2475,64.21,0.406,735816.034714988
735816.2875,21.225,54.1,27.25,25.25,177.75,40.5,109.375,0.0164999076300775,0.657833736686783,0.749358974358974,1.99875,4.2685,0.492,3.66725,0.56675,4.44625,10.207,1.77675,2.16455,271.543,19.475,12.1075,423.76875,18.3275,68.085,0.6665,735816.0375
735816.290277778,20.85,55.2375,26.75,24.625,178,37.5,114.75,0.0164738735797183,0.668290291946206,0.7691770647653,2.0215,4.27,0.7285,2.59025,0.42425,5.1195,10.04925,1.4485,2.291175,220.1651,19.415,11.545,423.94575,18.0325,69.505,0.6525,735816.040277778
735816.293059896,20.625,55.925,37.25,28,177.375,42.75,105.875,0.0164304965723627,0.474976957716064,0.673701298701299,2,4.172,1.39625,1.633,0.31425,5.7105,10.098,1.205,2.7047,474.139425,19.58,12.2275,423.05425,18.015,69.34,0.6315,735816.043059896
735816.295837674,20.675,55.8,35.625,27,177.75,40.25,104.25,0.0164296801071719,0.497573577049968,0.699847991514658,1.95025,4.26975,1.15575,1.43825,0.285,4.7785,9.98675,1.09325,2.671075,343.4888,19.6725,13.14,422.79375,18.08,68.9575,0.363,735816.045837674
735816.298618345,20.575,55.5375,34.5,27.25,177.5,37.25,100.25,0.0162667144997872,0.515048074187859,0.692941317941318,2.01225,4.24633333333333,0.9685,2.14475,0.332,4.62675,9.5725,1.11925,2.4716,266.7496,20.325,12.9875,421.227,18.1,68.245,0.37425,735816.048618345
735816.301377315,20.45,55.25,29.75,25.25,179,37.5,125.5,0.0160575517773719,0.599400900775188,0.749358974358974,2.00475,4.3085,0.95475,1.5845,0.2785,5.06475,9.5255,1.03325,2.297225,230.793125,19.69,14.0875,422.602,18.3225,66.75,0.371,735816.051377315
735816.304155093,20.325,55.6,29.75,25,178.25,37.5,127.875,0.0160422316590616,0.599060684711408,0.756818181818182,1.95075,4.2695,1.29375,1.44675,0.2875,5.49525,9.15775,1.17825,2.3947,241.9583,20.535,15.2225,419.0645,18.8375,64.3025,0.6355,735816.054155093
735816.306938657,20.175,55.9375,31.25,26.625,180.875,40.75,158.375,0.015979727256369,0.569429991906579,0.709903031872729,1.894,4.49625,1.13475,1.68575,0.27325,4.77875,9.15,1.1985,2.4315,203.296575,16.8325,15.9725,432.319,18.84,63.7775,0.4605,735816.056938657
735816.309722222,19.825,56.25,33.5,28,181.5,42.75,161.5,0.0157345362001165,0.529999552769951,0.673701298701299,1.90225,4.49325,1.59925,1.5335,0.28225,4.962,9.39075,1.26075,2.500525,173.612375,16.6175,16.9325,432.79775,18.3275,65.09,0.557,735816.059722222
735816.312501447,19.85,55.975,34.625,28,179.625,37.875,110.375,0.0156744761052152,0.512498472970986,0.673701298701299,1.80025,4.4115,0.94625,1.17075,0.24875,4.80125,9.4475,1.125,2.568275,195.2766,20.665,17.9125,422.4875,18.2,65.2625,0.56075,735816.062501447
735816.315616898,20.06,55.1,33.8,27.8,179.2,33.9,93.5,0.0156378120052385,0.525484172163489,0.678831970498637,1.7096,4.2974,1.0534,0.9928,0.2462,4.5362,9.1288,1.0806,2.57618,180.71804,22.098,17.598,428.8268,18.446,63.912,0.41775,735816.065616898
735816.318738426,20.1,54.7,33,27.125,178.625,31,76.375,0.0155572374716441,0.538433033689201,0.696089684726048,1.68675,4.38425,1.20125,0.89475,0.28025,5.19733333333333,9.548,1.31075,2.674475,202.237175,23.015,16.88,431.41675,18.32,64.28,0.6985,735816.068738426
735816.321516204,20.175,54.2,38.125,28.75,179.25,37.5,74.375,0.0154798004976734,0.465325035187501,0.656628545996362,1.67025,4.4,0.77025,0.63225,0.20875,5.0275,9.27,0.8535,2.7225,690.44405,24.655,16.215,427.7165,18.28,63.965,0.45675,735816.071516204
735816.324293982,20.025,53.85,30.5,25.75,177.875,28.25,54.5,0.0152445703150811,0.583921069873203,0.734440559440559,1.59175,4.37175,0.64675,0.61375,0.234,4.5015,9.063,0.789,2.646225,171.751975,27.5675,15.6675,423.9375,18.3675,63.1725,0.597,735816.074293982
735816.327071759,20.2,53.175,29.75,25,178,25.75,46.375,0.0152064987271416,0.599060684711408,0.756818181818182,1.58475,4.3665,0.594,0.55525,0.23275,4.4595,9.20775,0.79175,2.73255,142.9844,28.7425,15.52,422.502,18.525,62.2275,0.45775,735816.077071759
735816.329849537,20.525,51.9625,29,25,178.125,24.75,45.25,0.0151722756030548,0.614880731677172,0.756818181818182,1.6145,4.44875,0.56925,0.5385,0.2075,4.499,9.103,0.737,2.797775,144.5529,29.2275,15.42,422.006,18.755,60.6525,0.519,735816.079849537
735816.332627315,20.6,51.925,29.25,25,178.75,26,53.625,0.0152317999862147,0.609607382688584,0.756818181818182,1.54725,4.22625,1.409,0.89225,0.24975,4.7985,8.321,1.65575,2.774675,143.29385,29.565,14.995,423.04375,18.905,59.735,0.44,735816.082627315
735816.335403646,20.35,52.8375,30,25,179,28,72.5,0.0152762967618337,0.59378733572282,0.756818181818182,1.4895,4.194,1.09925,0.6755,0.2175,4.28925,8.4635,1.337,2.819725,142.165775,25.3425,15.2475,432.029,18.5425,61.7275,0.4015,735816.085403646
735816.338543982,20.17,52.74,30.9,26,180.2,28.2,78.3,0.0150699792963443,0.576122021630173,0.726981351981352,1.4088,4.168,0.9612,0.6374,0.2095,4.2662,8.2882,1.1318,2.76716,133.0798,22.878,16.206,444.5916,18.41,61.748,0.3592,735816.088543982
735816.341647859,19.9,53.5375,33.5,26.5,183.625,33,91.375,0.0150594382290836,0.536131344664123,0.713661338661339,1.27375,4.07,1.0035,0.74125,0.209,4.404,7.89,1.35375,2.875475,387.876025,25.14,15.7225,442.702,17.7425,63.985,0.26475,735816.091647859
735816.344425637,19.8375,52.3875,34.375,28.125,180.5,26.25,38.375,0.0146957614591294,0.529974340010182,0.673927569707969,1.30725,4.2415,0.5525,0.494666666666667,0.22775,3.9735,8.17,0.8455,2.723375,287.3291,28.535,13.0475,434.1,17.8125,62.9125,0.3755,735816.094425637
735816.347206308,19.975,52.4125,28,25,179.75,27.5,61.5,0.0148023548642843,0.637480798771121,0.756818181818182,1.2915,4.3415,0.563,0.71375,0.27125,3.78225,8.7995,0.97325,2.64515,131.862075,22.1825,15.45,439.431,18.18,62.28,0.25125,735816.097206308
735816.349986979,19.775,53.875,28.625,24.25,181,29,72,0.0149885406366367,0.623682863071658,0.781060606060606,1.3015,4.214,0.697,0.54025,0.20175,3.872,8.214,0.908,2.668825,152.516375,23.5775,16.6675,438.98975,17.7275,64.44,0.453,735816.099986979
735816.352764757,19.7,53.625,35.375,26.75,179.75,31.875,48.375,0.014877545929906,0.508409512525289,0.708242832093407,1.25825,4.20525,0.529,0.39725,0.16475,3.68325,8.10825,0.644,2.63075,683.4137,27.5525,14.58,435.46875,18,62.805,0.3205,735816.102764757
735816.366655093,19.05,56.2875,42.5,40.5,179.25,31,85.375,0.0149963237841771,0.414172235206762,0.460603884063448,1.48125,4.28975,4.39325,2.44125,0.653,4.4415,8.273,5.13675,3.22565,179.988233333333,19.4625,16.215,430.31875,17.095,67.5075,0.42525,735816.116655093
735816.36943287,19.0375,56.425,41.75,40.25,179.375,31.75,86.5,0.0150045299816033,0.421801637013977,0.463104307616503,1.51125,4.35475,4.137,2.339,0.659,4.63125,8.13375,4.65775,3.007625,180.013975,20.7625,18.1125,429.431,17.005,67.6175,0.505,735816.11943287
735816.372210648,19.075,56,40.25,38.25,180,32.5,100.375,0.0149363364598989,0.438062767724451,0.488155849997955,1.44575,4.465,4.1735,2.349,0.6665,4.07575,7.02875,4.58475,2.9492,171.927975,18.4625,18.665,434.196,16.7425,68.23,0.315,735816.122210648
735816.374989873,18.75,57.125,43.25,40.75,180.5,35.75,119.25,0.0149265782749984,0.407113231398571,0.459369160479097,1.66575,4.36075,5.25025,2.814,0.76925,5.52575,8.367,5.724,3.27165,172.934575,18.2925,19.19,430.10225,16.595,70.03,0.5785,735816.124989873
735816.377766204,18.875,57.15,47.375,46.5,180.25,36.125,109.625,0.0150603244725993,0.370077298348186,0.398956322657621,1.65375,4.50666666666667,3.69125,2.09025,0.548,5.086,7.82925,4.3115,3.426775,179.40585,19.38,20.9925,425.60825,17.8625,65.0075,0.659,735816.127766204
735816.380545428,19,56.9875,43.25,39.75,180.875,40,156,0.0151280813075269,0.406427364416862,0.469017094017094,1.344,4.8595,3.07725,1.5125,0.41925,3.576,6.80775,3.55075,3.7983,166.8611,13.485,19.4375,446.875,16.1475,70.6075,0.38325,735816.130545428
735816.3833261,18.4,58.525,38.5,34.125,181.375,37.75,146.25,0.0149647297963783,0.459137340291839,0.54977155740385,1.3285,4.74575,2.3715,1.43525,0.42325,3.628,6.8295,2.952,3.3232,178.3244,16.295,17.3825,446.0145,15.4175,74.195,0.41,735816.1333261
735816.386111111,18.2,59.3,39.5,35.25,180.875,36.25,124.125,0.0149792410007306,0.446742027387189,0.531551509492686,1.37733333333333,4.65025,3.41,1.9135,0.5405,3.915,7.44775,3.8485,3.2219,178.005475,17.87,17.02,440.254,15.625,73.395,0.1625,735816.136111111
735816.388893229,18.1125,59.425,40.75,37.125,182.25,35.125,116.625,0.0149414024823025,0.433774788613498,0.505830891596442,1.31225,4.6415,1.56075,1.00025,0.36375,4.06075,7.403,2.0385,3.159475,177.700725,18.925,17.06,440.77075,15.9175,72.3225,0.2305,735816.138893229
735816.391655093,18.3,58.65,33.75,29.5,181.375,31,104.625,0.0149085234515141,0.526144247206866,0.639428810591213,1.306,4.59075,1.0145,0.89,0.34575,4.09325,7.354,1.45,2.76315,178.506675,20.4625,14.94,440.1295,16.1625,71.37,0.43825,735816.141655093
735816.39443287,18.425,58.875,31.75,27.25,182,32.75,122.5,0.0150835622538988,0.560180367672563,0.692941317941318,1.2965,4.668,0.9835,0.91925,0.325,3.743,7.21466666666667,1.43325,2.669275,167.222675,18.305,13.79,441.5915,16.1625,72.145,0.528333333333333,735816.14443287
735816.397212095,18.425,59.9,30.75,26.25,181.75,35,140.5,0.0153399215743275,0.578987936948395,0.720074678408012,1.26,4.73325,1.018,0.89875,0.31575,3.69733333333333,7.073,1.49225,2.632575,159.24295,16.025,13.03,445.025,15.8075,74.285,0.35525,735816.147212095
735816.4,18.45,60,31.25,27,182.5,36,144,0.0154007857618651,0.569429991906579,0.699847991514658,1.2485,4.7555,0.96775,0.8905,0.287,3.386,7.12425,1.375,2.6593,158.417875,15.7225,13.0375,444.2395,15.6775,75.0875,0.4425,735816.15
735816.402779224,18.4,60.55,30.25,25.5,181.5,36,136.875,0.015488425634344,0.588854202798011,0.741899766899767,1.239,4.55625,0.90275,0.83475,0.29375,3.716,7.64825,1.348,2.571,155.12395,15.9375,13.45,440.40625,15.9125,74.8075,0.423,735816.152779224
735816.405900463,18.5,60.04,30.5,26.4,181.8,37.4,143.8,0.0154637381257853,0.584015034309866,0.716767368434035,1.2412,4.7942,1.218,1.0022,0.3178,3.4162,7.1646,1.7058,2.63224,151.55168,15.776,13.524,442.0484,15.934,74.502,0.4298,735816.155900463
735816.409016204,18.6,59.125,33,29.25,181.875,36.25,129.5,0.0153147347785559,0.538688593717057,0.644642235159477,1.34225,4.58875,1.494,1.128,0.32425,3.69625,7.7395,1.9235,2.747875,162.30265,17.2625,13.7,439.16025,16.0875,73.3325,0.7465,735816.159016204
735816.411795428,18.8,58.6875,33.5,29,182,35.75,123.25,0.0153933254144664,0.529999552769951,0.650215206249689,1.364,4.51125,1.48525,1.163,0.32075,4.16425,8.30525,1.96175,3.075025,169.421925,17.6075,13.7275,436.30625,16.4425,72.4925,0.743,735816.161795428
735816.414583333,19.0125,58.525,33.25,28.25,181.75,36.25,127,0.0155559679859322,0.534088513215648,0.6677302582475,1.404,4.45725,1.52575,1.2035,0.3405,4.452,8.44975,2.042,3.261775,159.655775,16.7625,14.0075,437.38525,16.6975,72.1725,1.09525,735816.164583333
735816.417362558,19.15,58.9625,34.5,29.875,183.25,40.625,162.75,0.0157882104069053,0.514111020752387,0.630448778343069,1.36225,4.50025,1.65475,1.548,0.419,3.58425,9.01575,2.46325,3.26395,172.199875,12.995,14.3675,456.01275,16.45,73.935,1.03275,735816.167362558
735816.420483796,18.84,60.86,34,28.6,185,43.4,171.9,0.0159882843532685,0.522195479690736,0.65968925710305,1.3958,4.4402,1.8686,1.5124,0.4048,4.0942,9.11,2.685,3.05182,173.32772,13.644,14.366,451.7514,16.088,76.108,1.2028,735816.170483796
735816.423600984,18.9125,61.175,33,29,184.125,42.25,160.75,0.0161623160522253,0.538177473661345,0.649817136886102,1.428,4.42125,1.89725,1.76233333333333,0.464,4.1665,9.362,2.792,3.005075,159.889875,13.4825,14.3225,450.9105,16.2175,76.1125,0.993,735816.173600984
735816.426388889,18.85,61.675,34,29,184.875,47,192.625,0.0162175752711812,0.521821631878558,0.649817136886102,1.399,4.452,1.9595,1.569,0.45475,4.0255,9.4095,2.718,3.04905,168.735525,11.6875,13.77,457.7125,16.0875,76.7325,1.14275,735816.176388889
735816.429509259,18.9,62.07,34.1,29,185,49.2,199,0.0163825948442959,0.520257160055857,0.649817136886102,1.3794,4.4704,1.9038,1.5576,0.4116,3.9166,9.2576,2.7096,3.03592,172.94668,11.046,13.786,458.6868,16.202,77.032,0.8638,735816.179509259
735816.432633102,18.65,62.8,35,29.5,184.5,49.75,183,0.0163309274610419,0.506828776911003,0.638671194705678,1.391,4.48825,1.9585,2.09075,0.526,4.039,9.96625,3.307,3.0075,219.212225,12.3825,13.6275,453.21675,16.1425,77.11,1.36,735816.182633102
735816.435752315,18.7,63.78,34.8,30,183.2,47.9,179.3,0.0166271122176601,0.509484654076684,0.627812889742812,1.4842,4.4134,2.123,1.5014,0.4314,4.0646,9.9876,2.6006,3.03786,185.04924,12.18,13.896,453.9168,16.244,77.586,1.8854,735816.185752315
735816.438878762,18.8,63.625,35.75,30,184.5,53.25,200.75,0.0166882764064342,0.495477043864141,0.627525252525253,1.6815,4.59575,2.55125,1.637,0.464,4.692,10.187,2.95225,3.09695,264.930025,11.2475,13.735,455.12925,16.27,77.795,2.26925,735816.188878762
735816.442001157,18.96,63.38,35.4,29.6,183.7,53.8,192,0.0167965043343303,0.500574614553109,0.636442006269593,1.7624,4.6054,2.82175,1.6904,0.466,5.1996,10.287,3.0178,3.0569,298.38434,12.046,14.018,450.645,16.368,77.82,2.5576,735816.192001157
735816.445127315,19.1,63.1,35.75,30,183.25,53.75,186.625,0.0168706103020913,0.495477043864141,0.627525252525253,1.7255,4.51875,2.8915,1.621,0.46075,4.86325,10.28375,3.16525,3.054325,284.15695,12.2525,14.455,449.91025,16.495,77.4675,2.72225,735816.195127315
735816.447916667,19,63.4125,36.5,30.5,184,55.5,205.625,0.0168709585104881,0.484947312904302,0.617098403388726,1.62275,4.59525,2.8005,1.54725,0.42975,4.618,9.99,2.96175,3.0738,262.240875,11.345,15.025,460.87475,16.56,77.0625,2.14825,735816.197916667
735816.451030093,18.74,65,35.6,29.4,186.2,64.4,243.4,0.0169744685388881,0.497990517851365,0.640900383141763,1.3428,4.5202,1.864,1.3918,0.3792,3.5012,8.1424,2.454,3.13718,282.27192,7.34,14.278,475.705,16.226,79.262,1.4294,735816.201030093
735816.454156539,18.6,66.25,34,28.25,184.875,62.75,218.875,0.0171603892410856,0.521821631878558,0.6677302582475,1.29475,4.351,1.603,1.16425,0.32675,3.7775,9.1595,2.10225,3.238275,217.641125,9.47,14.655,454.9105,16.205,80.185,1.34025,735816.204156539
735816.456944444,18.775,66.325,35,27.5,183.5,60.25,213.75,0.0173760310904499,0.506400409626216,0.686527978194645,1.21425,4.3245,1.37675,1.0125,0.31975,2.9715,8.68,1.8235,3.310675,204.7214,8.9675,15.095,450.99375,16.535,79.365,1.1325,735816.206944444
735816.460056713,19.1,65.38,34.6,27,183.1,60.9,215.2,0.0174778912284695,0.512568898527153,0.699354657687991,1.2312,4.4182,1.3346,0.996,0.3146,3.5202,8.8866,1.7842,3.1973,205.0636,9.294,15.304,449.51,16.45,79.634,1.299,735816.210056713
735816.46318287,19.225,64.325,33.25,26,182.75,57.25,204.375,0.0173259762217675,0.534088513215648,0.726981351981352,1.241,4.38475,1.197,0.9675,0.313,3.50475,8.78425,1.604,3.07345,187.7098,9.635,15.2775,447.8855,16.625,78.7525,1.2605,735816.21318287
735816.465962095,19.4,64.175,33.75,26.75,184,60.5,225,0.0174751948830381,0.525910592324255,0.706261331261331,1.218,4.473,1.35125,1.0325,0.3205,3.45625,8.4465,1.81825,3.169175,190.28125,8.4925,15.055,452.5375,16.465,79.59,1.1165,735816.215962095
735816.46875,19.35,64.225,34,27,183.75,61.5,221.5,0.0174411382754065,0.521821631878558,0.699354657687991,1.19275,4.473,1.4595,1.0925,0.32425,3.26075,8.46675,1.89325,3.20605,194.97825,8.5025,14.955,453.51875,16.27,80.485,1.36925,735816.21875
735816.471872685,19.22,65.38,34,27,184.6,64.4,243.8,0.0176046332098802,0.521821631878558,0.699354657687991,1.1934,4.437,1.3738,1.06,0.3308,3.4918,8.61,1.9074,3.19508,193.0809,7.158,14.422,458.82,16.182,81.23,1.56425,735816.221872685
735816.474994213,19.15,65.275,34,27,184.75,63.875,228,0.0174998122525782,0.521821631878558,0.699354657687991,1.221,4.35975,1.4045,1.0425,0.32725,3.61333333333333,8.665,1.871,3.211125,198.1282,8.3725,14.56,454.05225,16.18,81.0475,1.26,735816.224994213
735816.478113426,19.14,65.6,33.8,27,184.9,64.1,235.2,0.0175759518669792,0.525092800235115,0.699354657687991,1.2716,4.3436,1.3022,0.9928,0.3172,3.4972,9.0078,1.7616,3.17544,196.47218,7.894,14.648,456.7782,16.328,80.394,1.4596,735816.228113426
735816.481239873,19.2,66.4125,33.25,27,186.125,71,275,0.0178536385082247,0.534088513215648,0.699354657687991,1.264,4.43725,1.23425,1.02875,0.3445,3.25075,8.88975,1.78675,3.2248,185.4281,6.4375,14.225,464.41425,16.4175,80.45,1.5115,735816.231239873
735816.484027778,19.125,66.0125,34,27,185.75,71.25,259.5,0.0176663369820176,0.521821631878558,0.699354657687991,1.297,4.40225,1.247,1.0495,0.3395,3.51625,9.35575,1.76325,3.26515,193.4207,7.46,14.01,461.01025,16.4975,79.6175,1.84475,735816.234027778
735816.487150463,19.2,64.86,33.8,27,184.4,67.2,241.4,0.0174428468257346,0.525092800235115,0.699354657687991,1.3212,4.4504,1.2188,0.9922,0.3354,3.8936,9.0478,1.6922,3.1003,187.36122,9.09,14.134,451.2398,16.662,78.234,1.728,735816.237150463
735816.490271991,19.175,65.6,33,27,186.125,72.25,273.125,0.0176144096353275,0.538177473661345,0.699354657687991,1.32575,4.66975,1.18825,0.9135,0.33375,3.492,8.461,1.70725,3.0513,178.116375,7.7875,14.0375,457.45625,16.8325,77.805,1.58525,735816.240271991
735816.493393519,19.06,63.6,31.8,27.2,184.8,62.4,231.4,0.0169591473507216,0.559255405249162,0.694223985890653,1.4396,4.6062,1.2182,0.8586,0.31675,4.0306,8.6534,1.6218,2.78326,166.7574,12.674,14.27,451.9152,17.21,75.008,1.266,735816.243393519
735816.49651765,19.275,62.5,31.75,27.25,184.375,56.625,228,0.0168769549565187,0.560180367672563,0.692941317941318,1.54,4.5425,1.53325,0.88925,0.28375,4.27675,8.68,1.69875,2.73275,171.36415,13.405,14.485,454.16425,17.3625,74.195,1.4145,735816.24651765
735816.499307002,19.5625,60.1875,32.625,27.5,183.5,46.5,176.75,0.0165484706006613,0.545982628172696,0.686527978194645,1.54975,4.7625,2.765,1.26633333333333,0.3545,4.589,8.598,3.3785,2.8087,168.06925,17.835,14.1225,445.33125,17.675,71.5875,1.391,735816.249307002
735816.502428241,19.88,59.82,41,33.6,184,48.6,203.1,0.0167770974790201,0.431497467269825,0.560888659685451,1.558,4.6128,1.6644,1.1136,0.3238,4.4172,8.42,2.0916,2.8249,186.98698,16.446,14.172,450.7468,17.706,71.888,1.091,735816.252428241
735816.505543981,20.175,58.85,37.25,30.75,183.875,46.5,187.375,0.0168094377524192,0.475325571533834,0.612210817855979,1.54325,4.8545,1.68025,0.97575,0.31075,4.29025,7.91425,1.99,2.71545,185.82675,17.17,13.85,451.44575,17.62,71.915,0.9965,735816.255543981
735816.508333333,19.975,58.5875,35.75,29,183.25,43.75,173.75,0.0165344179132909,0.495477043864141,0.649817136886102,1.4755,5.128,1.75975,0.91025,0.3095,4.11625,7.51,2.11625,2.70555,206.8405,17.245,13.6275,451.998,17.6025,72.09,1.2055,735816.258333333
735816.511451389,19.94,61.13,36.4,29.2,185.9,51.6,235.4,0.0172094808288359,0.48706385695633,0.645358760013932,1.3856,5.322,1.7576,1.0058,0.3082,3.413,6.9802,2.3725,2.83512,227.22046,12.486,13.474,467.2034,17.47,74.502,1.0568,735816.261451389
